ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
955,711.4,1530.97,0.0,1104.0,269.0,-640.93,301.07,2.87,15,51.0,0,3.3,26.2,505.68,-94.85,0.0,15.2,A3,685.79,C1,B1
956,-675.6,1149.42,0.5,457.0,263.39,-849.88,370.01,0.0,5,98.0,4,1.0,,523.56,-37.19,0.0,17.4,A2,535.71,C1,B1
957,203.4,1296.58,0.0,2000.0,76.82,-379.26,395.86,0.0,0,52.0,3,1.3,30.7,507.72,,,19.7,A3,656.01,C1,B1
958,-704.6,1447.96,0.0,,288.88,-563.16,386.45,1.11,9,66.0,5,,13.9,399.19,8.63,0.0,7.6,A4,710.98,No,B1
959,87.4,1606.92,0.0,1981.0,631.64,-418.2,,0.86,10,61.0,2,4.1,12.0,355.47,-112.73,0.0,4.6,A4,599.84,C1,B1
960,-128.6,1346.2,0.0,2000.0,331.28,-588.77,351.17,0.0,23,46.0,5,1.8,4.1,521.16,160.1,0.0,-6.5,A4,744.65,C1,B1
961,-575.6,1354.92,,651.0,-95.27,-711.82,531.71,0.0,3,71.0,5,1.6,-4.5,414.47,-49.28,0.0,-8.9,A1,,C1,B1
962,458.4,1310.19,0.0,1437.0,578.83,-857.9,231.94,1.0,15,76.0,4,2.3,28.0,453.01,-157.82,0.0,23.3,A3,590.6,C1,B1
963,-149.6,1130.92,0.0,1869.0,279.59,-606.19,,0.0,23,31.0,2,1.7,2.9,396.05,-75.63,,-12.6,A4,,C1,B1
964,107.4,1427.21,0.0,2000.0,211.24,-536.71,411.03,0.75,8,64.0,1,1.7,22.3,300.79,-54.78,0.0,15.1,A4,621.44,C1,B1
965,389.4,1467.86,0.0,538.0,116.94,-409.17,542.35,1.87,13,48.0,3,2.7,15.9,272.54,3.37,0.0,4.8,A4,831.41,C1,B1
966,1632.4,1360.62,0.0,2000.0,253.3,-613.89,611.28,0.0,21,54.0,4,1.5,21.4,449.26,244.92,0.0,11.6,A3,497.21,C1,B1
967,-460.6,1822.18,0.0,,301.24,,254.7,0.0,3,51.0,4,1.0,19.6,246.08,-215.28,0.0,9.1,A3,599.23,C1,B1
968,-704.6,1173.42,1.0,1814.0,277.33,-670.66,554.65,0.0,1,89.0,6,2.4,16.7,371.0,-105.55,0.0,14.8,A4,,No,B1
969,65.4,944.64,0.0,1047.0,355.63,-459.87,308.72,1.48,11,47.0,3,1.2,11.1,487.53,42.84,0.0,0.1,A4,600.47,C1,B1
970,229.4,1198.26,0.0,1307.0,234.77,-619.45,410.08,0.31,18,42.0,,2.8,10.6,486.2,5.38,0.0,-1.8,A2,685.38,C1,B1
971,-645.6,1258.44,3.5,600.0,,-729.4,551.57,0.0,23,97.0,1,1.0,22.8,382.42,-149.44,0.0,22.2,A3,846.93,C1,B1
972,-442.6,1481.93,0.0,,244.46,-425.07,428.86,0.0,3,,4,0.6,7.4,544.98,-180.09,0.0,0.8,A4,,C1,B1
973,649.4,1473.39,0.0,959.0,228.85,-814.38,371.16,0.0,23,,2,0.6,26.4,459.13,-137.25,,21.8,A3,604.92,C1,B1
974,181.4,1096.62,,962.0,231.31,-652.63,311.83,,12,48.0,4,2.3,13.4,483.68,,0.0,2.5,A4,604.18,C1,B1
975,-118.6,1357.65,0.0,2000.0,224.76,-776.07,338.07,0.9,11,29.0,5,2.7,6.4,426.89,5.79,0.0,-10.3,A2,654.48,C1,B1
976,328.4,1205.09,0.0,1366.0,85.55,-566.86,419.86,0.01,7,73.0,6,1.0,16.8,432.34,-118.44,0.0,11.9,A2,676.89,C1,B1
977,-249.6,1402.26,0.0,1401.0,371.41,-534.91,483.86,,14,25.0,0,1.5,9.9,507.75,-148.96,0.0,-9.2,A1,648.15,C1,B1
978,-202.6,1398.76,0.0,2000.0,413.97,-430.29,,0.0,8,35.0,2,1.8,-10.2,420.91,-57.81,0.0,-22.7,A1,480.98,C1,B1
979,476.4,1344.83,0.0,1775.0,386.27,-742.43,226.63,0.0,21,67.0,2,2.0,16.8,,18.73,0.0,10.6,A2,870.32,C1,B1
980,-457.6,1468.05,0.0,952.0,495.47,-554.38,412.52,0.0,1,85.0,3,2.0,1.6,544.48,-236.38,0.0,-0.6,A2,543.88,C1,B1
981,-309.6,1309.76,0.0,2000.0,361.06,-801.39,542.23,0.0,3,,6,0.6,17.4,370.85,-237.14,0.0,8.7,A4,644.16,C1,B1
982,691.4,1551.21,0.0,1945.0,236.13,-441.61,197.93,3.32,14,23.0,1,3.6,29.8,447.08,-182.62,0.0,6.4,A3,628.11,C1,B1
983,217.4,1242.13,0.0,2000.0,407.19,-480.73,542.93,,10,43.0,,1.1,21.9,658.03,24.03,,8.7,A4,,C1,B1
984,-449.6,1202.65,0.0,2000.0,233.02,-752.73,604.62,0.0,4,62.0,4,1.8,21.1,460.31,-205.42,0.0,13.5,A4,596.4,C1,B1
985,-672.6,1663.83,1.5,903.0,690.1,-796.35,365.96,0.0,6,89.0,4,0.2,3.1,268.51,8.99,0.0,,A2,554.34,C1,B1
986,326.4,1105.45,0.0,1913.0,527.26,-635.74,329.45,1.77,13,44.0,6,1.4,22.7,380.01,-51.54,0.0,9.8,A4,642.43,C1,B2
987,1359.4,1299.68,0.0,559.0,424.38,-429.92,203.1,0.25,19,65.0,0,2.9,21.2,570.51,-20.78,0.0,14.3,A2,,C1,B1
988,763.4,1732.16,0.0,1704.0,152.99,-657.12,275.84,1.87,17,44.0,4,2.1,34.3,435.04,-93.08,0.0,20.2,A3,807.64,C1,B1
989,1294.4,1415.46,0.0,1223.0,,-457.36,570.86,0.06,19,51.0,0,2.5,17.1,402.61,56.4,0.0,6.8,A2,682.06,C1,B1
990,-531.6,1642.79,0.1,1742.0,484.1,-514.04,311.5,0.0,3,62.0,1,4.5,26.8,438.35,-83.06,0.0,18.9,A3,664.86,C1,B1
991,254.4,1509.98,0.0,1896.0,272.33,-470.51,284.87,3.01,,30.0,4,2.5,23.1,454.73,-109.86,0.0,,A2,746.11,C1,B1
992,184.4,1524.18,0.0,1283.0,386.84,-681.36,478.95,1.99,13,,1,2.1,13.3,529.66,,0.0,-1.4,A4,465.31,C1,B1
993,-609.6,1107.74,0.0,1915.0,433.55,-543.05,512.89,0.0,6,59.0,1,0.7,-8.1,341.97,-164.4,,-14.7,A1,631.1,C1,B1
994,-482.6,1505.55,0.0,583.0,507.17,-544.05,362.1,0.0,1,80.0,5,1.3,4.8,436.79,51.43,0.0,1.6,A2,,C1,B1
995,111.4,1356.84,0.0,423.0,,-862.55,357.39,2.05,10,64.0,0,2.4,16.4,381.21,-58.85,0.0,9.5,A2,509.64,C1,B1
996,-589.6,,0.0,1227.0,453.79,-612.35,445.23,0.0,8,53.0,6,0.5,,496.49,-90.76,,-11.8,A1,,C1,B1
997,-473.6,1448.28,0.5,1474.0,346.98,-379.86,,0.0,,92.0,2,0.7,1.2,339.31,90.57,0.0,0.0,A2,617.74,C1,B1
998,18.4,1047.4,0.0,546.0,289.2,-565.84,241.8,0.91,9,66.0,2,1.0,12.4,408.48,-11.23,0.0,6.2,A2,708.79,C1,B1
999,1823.4,1270.6,0.0,2000.0,667.9,-622.04,653.86,,18,40.0,2,1.0,,403.88,-11.42,0.0,19.7,A3,718.39,C1,B1
1000,-129.6,1457.03,,520.0,293.53,-725.41,553.46,2.7,14,39.0,0,2.9,17.4,396.27,,0.0,,A2,662.76,C1,B1
1001,-369.6,1172.37,0.0,,267.59,-475.84,438.01,0.0,2,29.0,5,1.8,2.5,460.09,-143.86,,-13.7,A4,617.06,C1,B1
1002,1695.4,1282.51,0.0,1960.0,150.01,-771.67,137.64,0.95,17,,5,1.7,23.3,450.24,-52.21,0.0,7.3,A4,768.01,C1,B2
1003,-679.6,1141.86,3.0,178.0,200.23,-747.66,242.24,0.0,1,97.0,2,3.2,15.3,366.02,-56.52,0.0,14.8,A2,585.14,C1,B1
1004,507.4,1214.83,0.0,1938.0,194.37,,,1.31,11,64.0,5,,25.2,178.54,-123.74,0.0,17.8,A4,,C1,B1
1005,147.4,1123.74,0.0,1964.0,326.08,-715.87,357.39,2.98,13,22.0,2,4.5,7.4,561.23,-206.47,0.0,-12.9,A2,582.96,C1,B1
1006,-119.6,1326.79,0.0,2000.0,399.04,-642.05,356.22,,,62.0,5,,9.9,585.56,86.76,0.0,2.9,A4,603.68,C1,B1
1007,-187.6,1353.13,,1879.0,191.91,,268.58,0.0,0,30.0,3,0.7,2.2,349.67,56.81,0.0,,A4,587.4,C1,B1
1008,-664.6,1281.75,0.0,1945.0,312.51,-797.09,495.18,0.0,7,34.0,,2.0,-9.2,403.46,6.53,0.0,-22.2,A1,750.67,C1,B1
1009,80.4,1575.62,0.0,1908.0,393.98,-520.62,339.98,,15,45.0,2,4.1,18.2,542.37,-257.72,0.0,6.0,A2,,C1,B1
1010,248.4,1523.47,0.0,2000.0,276.63,-410.55,359.26,0.0,0,81.0,5,1.1,19.5,520.49,,0.0,16.1,A4,703.43,C1,B1
1011,-437.6,1309.94,0.5,1801.0,361.47,-726.87,377.13,0.0,23,84.0,3,1.9,26.1,468.8,-49.05,0.0,23.1,A3,601.18,C1,B1
1012,-562.6,,0.0,1733.0,376.92,-711.33,324.36,,3,,2,2.3,14.0,461.56,-82.08,0.0,7.9,A2,594.62,C1,B1
1013,-16.6,1428.16,0.0,1005.0,153.31,-503.64,308.04,0.0,20,54.0,5,2.3,7.9,,77.32,0.0,-0.8,A2,,C1,B1
1014,822.4,,0.0,1286.0,380.95,-326.0,450.82,0.02,8,68.0,4,1.1,-1.5,437.71,110.39,0.0,,A4,732.47,C1,B1
1015,197.4,,0.0,1823.0,417.6,-569.03,193.61,0.0,18,46.0,6,2.4,,525.59,-34.87,0.0,-2.5,A4,558.36,C1,B1
1016,337.4,1376.13,0.0,2000.0,167.47,-523.99,172.15,0.0,23,49.0,1,1.2,17.4,414.01,-93.16,0.0,6.5,A4,638.95,C1,B2
1017,-467.6,1220.74,0.0,257.0,225.51,,178.34,0.32,11,69.0,5,1.0,2.0,454.36,-140.35,0.0,-3.1,A1,718.15,C1,B1
1018,-205.6,1264.22,,737.0,506.31,-518.53,382.54,,,68.0,0,3.0,3.9,367.81,20.44,0.0,-1.4,A2,621.54,C1,B1
1019,-513.6,1346.22,,534.0,129.23,-831.99,629.86,0.27,10,84.0,4,,12.9,468.09,-213.91,0.0,10.2,A4,635.03,C1,B1
1020,-378.6,1498.77,0.0,838.0,,,411.35,,5,80.0,0,0.3,23.5,415.18,-173.14,0.0,19.8,A3,676.48,C1,B1
1021,-341.6,1192.97,0.0,557.0,422.37,-648.03,268.73,0.04,7,96.0,5,0.9,18.1,541.31,-59.55,0.0,,A4,492.81,C1,B1
1022,298.4,1438.32,0.0,2000.0,441.53,-594.76,105.95,0.0,0,76.0,1,,26.4,427.01,-171.29,0.0,,A3,637.25,C1,B1
1023,-419.6,1406.0,,216.0,251.43,-662.41,282.52,0.0,0,88.0,2,0.6,4.2,546.13,-70.65,0.0,,A1,586.23,C1,B1
1024,1621.4,1221.24,0.0,2000.0,127.93,-70.47,411.36,1.0,18,45.0,2,2.0,34.5,452.6,,0.0,20.8,A3,637.32,C1,B1
1025,1582.4,1243.27,0.0,1435.0,433.38,-576.47,454.15,1.16,8,44.0,4,1.4,,434.17,-35.89,0.0,9.2,A3,611.94,C1,B1
1026,-489.6,1454.37,,2000.0,416.33,-765.03,,0.0,4,54.0,3,1.9,,311.6,9.41,0.0,20.6,A3,670.12,C1,B1
1027,561.4,1352.88,0.0,1558.0,390.3,-629.83,422.67,3.04,15,45.0,2,3.6,27.9,421.29,-39.06,0.0,14.8,A3,604.79,C1,B1
1028,-298.6,1216.11,,1420.0,472.28,-362.46,361.17,0.0,3,0.0,1,0.7,15.5,367.41,-292.15,0.0,10.4,A2,676.02,C1,B2
1029,-674.6,1600.52,3.5,760.0,,-640.16,461.41,0.2,13,97.0,6,1.1,21.2,431.15,,,20.6,A3,679.83,C1,B1
1030,-355.6,1341.28,0.0,,48.01,-839.93,576.62,1.08,14,24.0,4,3.6,4.7,507.25,-87.46,0.0,-14.2,A1,392.14,C1,B1
1031,-317.6,1255.49,0.5,1273.0,452.08,-827.77,540.43,0.2,9,81.0,,2.7,8.2,284.01,,0.0,5.1,A2,671.55,C1,B1
1032,-362.6,1232.21,0.0,434.0,389.67,,255.12,,21,56.0,1,0.7,4.3,476.65,-138.21,0.0,-3.7,A1,559.3,C1,B1
1033,-321.6,1559.06,0.0,2000.0,408.16,,385.82,0.24,17,20.0,6,1.3,3.8,,,0.0,,A1,549.9,C1,B1
1034,2125.4,1592.55,0.0,2000.0,351.4,-537.53,394.53,0.8,18,56.0,1,1.7,30.3,298.3,-94.3,0.0,20.5,A3,794.09,C1,B1
1035,-458.6,1447.39,0.0,502.0,364.81,-537.6,488.79,0.0,2,62.0,0,1.2,14.1,233.74,-43.86,0.0,,A2,670.44,C1,B1
1036,1068.4,1254.41,0.0,966.0,318.93,-862.51,337.72,0.55,17,,0,,,526.9,-71.96,0.0,8.3,A4,595.12,C1,B1
1037,480.4,1563.69,0.0,1711.0,495.12,-552.73,550.95,1.12,9,66.0,0,1.1,20.5,580.25,-126.36,,13.9,A4,711.4,C1,B1
1038,334.4,1656.67,0.0,1161.0,169.89,,195.27,2.53,,21.0,3,,20.2,475.88,-110.45,0.0,-2.8,A2,747.76,C1,B1
1039,-644.6,1094.69,0.4,1262.0,,,393.68,0.01,6,93.0,6,0.6,22.3,485.26,-65.87,0.0,21.1,A3,707.91,C1,B1
1040,-586.6,1560.63,0.5,152.0,206.94,-445.21,,0.0,0,97.0,3,1.6,22.0,473.98,-68.21,0.0,21.4,A2,605.48,C1,B1
1041,-520.6,1229.24,0.0,1974.0,400.57,-837.22,448.56,0.81,,27.0,0,3.6,-5.9,389.81,-64.09,0.0,-21.9,A1,728.77,C1,B1
1042,-682.6,1361.72,2.0,340.0,,-784.39,583.95,0.03,18,97.0,2,1.9,15.4,472.22,-16.59,0.0,14.9,A2,793.53,C1,B1
1043,54.4,1511.22,0.0,1628.0,224.92,-407.02,614.48,1.52,9,,5,,16.1,471.66,64.77,0.0,5.6,A2,702.44,C1,B1
1044,459.4,1334.69,0.0,1493.0,320.01,-870.79,383.44,2.97,14,43.0,3,2.7,25.9,492.22,-92.89,0.0,12.3,A2,621.15,C1,B1
1045,339.4,,0.0,,,-726.07,271.56,1.14,18,52.0,6,3.7,33.2,504.71,-50.59,,22.0,A3,715.71,C1,B1
1046,-625.6,1720.72,0.0,2000.0,193.84,-750.54,413.1,0.0,23,35.0,,2.8,-14.9,503.87,-87.72,0.5,-26.9,A1,725.71,C1,B1
1047,15.4,1606.25,0.0,1409.0,229.96,-566.41,331.9,1.7,12,35.0,4,1.3,6.6,456.24,-115.2,0.0,-7.8,A4,497.43,C1,B1
1048,-659.6,1461.53,5.0,310.0,322.31,,317.28,0.0,7,96.0,4,,17.6,484.62,-40.53,0.0,16.9,A4,597.13,C1,B1
1049,-314.6,1498.68,0.0,1594.0,364.58,-550.99,288.07,0.0,8,,1,2.2,-5.2,477.33,-36.86,2.5,-12.1,A1,757.04,C1,B1
1050,-383.6,1478.94,0.0,474.0,250.96,-456.23,,0.0,20,58.0,0,,3.7,377.14,-92.57,0.0,-3.8,A1,579.48,C1,B1
1051,-210.6,1454.07,,2000.0,262.61,-653.34,398.86,0.0,,40.0,1,3.3,2.3,529.09,22.1,,-9.9,A2,610.76,C1,B1
1052,344.4,1455.75,0.0,1662.0,398.78,-618.53,322.37,0.76,9,69.0,4,0.9,,,-28.72,0.0,18.0,A3,647.54,C1,B1
1053,-535.6,1492.7,0.0,2000.0,207.58,-470.24,518.09,0.0,1,39.0,3,1.4,-6.6,,-113.3,0.0,-18.2,A1,614.29,C1,B1
1054,-560.6,,,1797.0,97.64,-611.68,461.18,1.09,10,43.0,4,4.0,-8.5,537.99,84.47,0.2,-18.8,A1,623.01,C1,B1
1055,-657.6,,1.0,1251.0,,-682.62,637.23,0.21,9,96.0,4,1.3,18.2,,-78.74,0.0,17.5,A4,726.39,C1,B1
1056,-489.6,1343.41,0.0,752.0,402.71,-406.83,201.92,0.0,6,95.0,5,0.1,18.4,501.38,-94.75,0.0,17.5,A4,560.25,C1,B1
1057,374.4,1549.77,0.0,686.0,349.65,-726.12,127.9,0.0,20,64.0,3,2.7,15.6,429.24,-26.88,0.0,,A2,718.4,C1,B1
1058,201.4,1492.21,0.0,1901.0,433.81,-908.13,372.01,0.0,,45.0,,0.6,14.0,270.97,-95.19,0.0,2.2,A2,603.95,C1,B1
1059,-489.6,1138.65,0.0,951.0,177.19,-611.33,282.89,0.0,4,87.0,5,0.4,21.6,454.61,92.18,0.0,19.3,A4,565.13,C1,B1
1060,-599.6,1431.05,0.0,2000.0,355.48,-908.45,272.1,0.0,6,37.0,2,1.7,-9.8,296.84,-164.49,0.0,-21.7,A1,681.44,C1,B1
1061,1530.4,,,809.0,368.12,-626.83,282.13,,16,51.0,6,2.2,26.6,303.33,-3.99,0.0,15.6,A3,,C1,B1
1062,-607.6,1278.31,0.0,,233.52,-738.33,243.65,0.0,1,32.0,0,0.7,-0.2,528.6,-16.21,0.0,-14.9,A1,,C1,B1
1063,-562.6,,0.0,198.0,114.34,-626.89,279.99,0.0,7,96.0,6,0.9,,474.28,-124.25,2.5,0.7,A4,704.84,C1,B1
1064,-572.6,1374.52,0.0,348.0,252.33,-535.24,222.81,0.0,2,88.0,3,1.4,-2.2,461.67,77.03,2.2,-3.9,A1,714.96,C1,B1
1065,-622.6,1265.94,0.0,2000.0,,-387.25,484.82,0.0,0,52.0,2,2.4,-10.5,478.84,-17.76,0.0,-18.4,A1,648.93,C1,B1
1066,1571.4,1375.26,,1611.0,,-699.02,493.32,0.09,20,65.0,,1.3,22.1,,-111.81,0.0,15.2,A3,671.97,C1,B1
1067,-631.6,1495.11,0.0,1006.0,305.95,-332.58,378.23,0.0,22,85.0,1,1.2,-1.7,407.24,-31.63,3.5,-3.8,A1,586.87,C1,B1
1068,-119.6,1361.18,,645.0,165.26,-761.61,429.58,0.81,16,50.0,0,4.0,6.6,522.11,-239.9,0.0,-3.1,A2,703.21,C1,B1
1069,2467.4,1256.63,0.0,1125.0,553.92,-875.81,217.78,0.52,18,,2,1.5,25.0,378.78,-116.41,0.0,18.9,A3,725.12,C1,B1
1070,889.4,1325.55,0.0,,458.66,-599.79,421.3,0.0,21,59.0,5,1.6,17.6,524.12,,,9.4,A4,,C1,B2
1071,217.4,1254.4,0.0,1911.0,,-726.06,,1.57,9,42.0,0,0.8,10.1,502.41,-181.4,0.0,-2.2,A2,611.56,C1,B1
1072,89.4,1238.77,0.0,1799.0,405.49,-560.06,277.97,1.68,,45.0,0,3.0,14.7,564.42,-186.12,0.0,2.8,A2,508.99,C1,B1
1073,-654.6,1188.01,1.0,499.0,,-569.89,358.84,0.28,17,84.0,1,1.8,18.6,405.18,-72.96,0.0,,A2,720.32,C1,B2
1074,-586.6,1448.16,,692.0,490.96,-852.56,829.16,0.0,5,86.0,2,0.5,6.8,372.09,68.26,0.0,4.6,A4,506.27,C1,B1
1075,981.4,1269.67,0.1,1066.0,,-801.79,356.1,0.27,8,80.0,4,0.2,23.1,477.64,-138.75,0.0,19.4,A3,698.57,C1,B1
1076,173.4,1346.55,0.0,901.0,322.74,-480.87,558.85,1.16,10,55.0,0,0.9,26.4,462.88,-144.92,0.0,16.6,A3,651.32,C1,B1
1077,-687.6,1459.64,1.5,506.0,383.99,-719.12,,0.15,9,94.0,5,1.5,7.5,394.13,-44.02,0.0,,A2,880.92,C1,B1
1078,-338.6,1254.44,0.0,,362.51,-457.01,226.69,0.43,16,,6,1.8,5.3,339.21,-76.87,0.0,-4.5,A1,636.74,C1,B1
1079,658.4,1359.37,0.0,1634.0,209.79,-437.66,528.17,1.89,15,42.0,1,2.6,26.7,456.85,,0.0,12.7,A3,558.5,C1,B1
1080,278.4,1221.23,0.0,2000.0,353.97,-376.73,680.89,0.0,0,64.0,2,,21.1,462.98,-34.52,0.0,,A4,681.58,C1,B1
1081,-212.6,1007.44,0.0,2000.0,298.94,-918.29,486.8,1.21,15,39.0,1,3.3,6.5,287.45,1.84,0.0,-6.4,A2,,C1,B1
1082,-658.6,1422.67,0.0,1833.0,174.38,-826.22,180.48,0.0,4,54.0,3,0.6,-9.0,424.12,1.21,0.0,,A1,657.38,C1,B1
1083,1.4,1263.69,0.0,1022.0,151.4,,335.11,0.14,16,82.0,5,3.4,28.6,,-151.83,0.0,25.2,A3,486.96,C1,B1
1084,-541.6,1382.06,0.0,1119.0,,-580.27,260.82,0.0,1,51.0,0,0.8,2.9,469.06,-156.26,0.0,-6.2,A2,698.01,C1,B1
1085,606.4,1268.06,,,402.59,-661.89,426.92,0.93,15,71.0,5,0.9,27.8,,-78.15,0.0,22.0,A3,555.24,C1,B1
1086,417.4,1511.94,0.0,839.0,,-598.46,60.51,1.69,14,30.0,0,2.2,20.6,296.13,28.55,0.0,2.3,A4,726.55,C1,B1
1087,716.4,1332.36,0.0,1705.0,543.61,,610.59,0.0,22,64.0,3,1.2,30.6,371.55,19.83,0.0,23.0,A3,585.03,C1,B1
1088,-676.6,1170.83,,659.0,202.35,-795.79,232.61,,3,88.0,4,1.2,18.5,478.43,-3.57,0.0,16.4,A4,604.8,C1,B1
1089,-564.6,1400.01,0.0,462.0,-69.74,-738.93,141.21,0.0,1,87.0,1,0.8,2.8,446.14,62.01,0.0,0.8,A2,704.56,C1,B1
1090,753.4,,0.0,1629.0,405.73,-695.76,284.28,1.44,16,37.0,1,2.4,28.8,538.85,-60.86,0.0,12.6,A2,485.06,C1,B1
1091,-481.6,1615.39,0.0,2000.0,218.5,,475.24,0.0,19,25.0,6,1.3,1.3,262.28,-87.35,0.0,-16.6,A1,582.47,C1,B1
1092,-680.6,1327.1,0.0,2000.0,,-572.92,442.58,0.0,4,30.0,2,2.5,-15.4,242.01,-99.38,0.9,-29.1,A1,750.54,C1,B1
1093,1324.4,1376.31,0.0,2000.0,193.75,-570.07,165.39,0.0,20,58.0,6,1.4,28.5,463.27,,0.0,19.4,A3,555.14,C1,B1
1094,-532.6,1522.38,0.0,952.0,351.28,-663.34,64.54,0.0,5,78.0,3,,,381.57,-185.35,0.0,1.7,A4,475.3,C1,B1
1095,326.4,1437.94,0.0,1252.0,326.82,,133.93,1.59,9,60.0,1,,27.5,390.89,-33.12,0.0,,A3,630.4,C1,B1
1096,-420.6,1146.97,0.0,1834.0,306.63,,326.41,0.0,4,80.0,5,1.2,12.1,536.82,-98.04,0.0,8.7,A4,827.54,C1,B2
1097,635.4,1367.26,0.0,936.0,163.72,-548.9,361.37,,23,,1,1.6,26.6,,-63.99,0.0,22.0,A3,753.66,C1,B1
1098,-518.6,1347.94,0.3,2000.0,151.3,-718.63,486.62,0.29,11,82.0,,1.0,20.6,378.09,-94.09,0.0,17.4,A3,697.1,C1,B1
1099,-517.6,1421.13,0.0,2000.0,,,427.99,0.52,16,27.0,,4.0,-2.1,295.34,-4.03,0.0,-18.6,A1,607.54,C1,B1
1100,-570.6,,0.0,2000.0,152.76,-733.92,574.26,0.0,21,32.0,3,2.4,-1.1,,-56.36,0.0,-15.7,A1,493.78,C1,B2
1101,-413.6,1076.4,0.0,2000.0,246.61,-867.73,,0.0,22,57.0,1,,2.6,373.32,-130.56,0.0,,A1,631.98,C1,B1
1102,1180.4,1097.19,0.0,357.0,315.27,-791.89,339.09,0.0,21,67.0,,1.4,20.5,390.42,-7.07,0.0,14.1,A2,714.42,C1,B1
1103,-560.6,1580.61,0.0,1906.0,252.25,-671.53,283.43,0.56,11,46.0,2,2.5,-1.5,376.25,-48.12,3.0,-11.6,A1,,C1,B1
1104,-622.6,,0.0,714.0,337.15,-603.31,373.94,0.0,4,92.0,2,2.0,14.3,508.6,-51.67,0.0,13.0,A4,645.9,C1,B1
1105,-316.6,1459.48,0.0,1406.0,,-730.19,221.28,1.0,11,,6,1.8,,443.52,-277.85,0.0,-7.7,A1,591.0,C1,B1
1106,-606.6,1274.85,0.5,1938.0,482.67,-531.27,329.96,0.64,11,91.0,4,1.8,18.9,393.42,-61.81,0.0,17.3,A4,709.39,C1,B1
1107,-513.6,1475.86,0.0,1778.0,184.89,-620.72,216.68,,,,1,,,687.84,-233.19,2.3,-17.3,A1,,C1,B1
1108,-130.6,1234.86,0.0,1024.0,456.21,-529.3,245.44,0.0,7,76.0,0,0.7,1.6,483.21,-56.47,0.0,-2.1,A2,704.68,C1,B1
1109,-637.6,1243.33,0.1,202.0,390.51,-690.59,508.09,0.0,6,93.0,0,0.9,17.9,,-12.68,0.0,16.7,A2,602.59,C1,B1
1110,111.4,1743.76,0.0,1966.0,483.48,-592.62,473.66,1.51,14,45.0,0,2.8,32.1,491.34,-207.91,0.0,18.6,A3,664.08,C1,B1
1111,-704.6,1443.23,0.0,2000.0,,-499.23,256.97,1.77,16,28.0,6,3.2,21.2,441.0,-18.66,,1.9,A4,761.32,No,B1
1112,124.4,1558.56,,1700.0,453.72,-747.86,549.74,2.68,,30.0,1,2.4,16.2,356.33,-99.9,0.0,-1.4,A2,619.65,C1,B1
1113,-535.6,1454.6,0.0,2000.0,116.94,-699.32,244.72,1.22,14,30.0,1,4.3,-10.4,345.68,-185.33,1.0,-24.6,A1,,C1,B1
1114,-686.6,1446.32,1.5,539.0,380.06,,287.27,0.13,13,87.0,4,2.3,12.6,,-198.69,0.0,10.4,A4,526.63,C1,B1
1115,-405.6,1313.73,0.0,,,-530.63,347.87,0.0,5,56.0,4,0.9,19.2,443.27,-104.64,0.0,10.2,A3,642.88,C1,B1
1116,-275.6,1178.86,0.0,1982.0,424.86,-643.3,392.52,0.25,8,40.0,6,0.8,16.3,556.74,30.23,0.0,2.6,A2,697.97,C1,B1
1117,-475.6,1397.82,0.0,557.0,,-493.23,338.97,0.0,1,53.0,2,1.4,5.0,326.57,-5.45,0.0,,A1,544.45,C1,B1
1118,-161.6,1280.36,0.0,2000.0,396.94,,449.7,0.0,20,45.0,1,3.3,2.7,343.73,-227.96,0.0,-8.0,A2,,C1,B1
1119,-552.6,1111.75,13.5,1958.0,318.95,-523.96,204.43,,8,98.0,3,0.5,19.7,431.62,-90.83,0.0,,A2,854.34,C1,B1
1120,1605.4,1432.36,0.0,2000.0,272.75,-436.69,387.17,,17,23.0,6,2.4,22.4,443.86,,0.0,0.2,A2,,C1,B1
1121,-545.6,1288.87,0.0,1432.0,136.87,-819.37,532.42,0.0,1,44.0,6,1.1,-4.8,531.7,-144.56,0.0,,A1,704.08,C1,B1
1122,974.4,1218.91,0.0,,316.48,-788.29,342.9,0.0,18,58.0,2,0.2,5.4,380.44,-110.51,0.0,-2.2,A4,675.4,C1,B1
1123,1462.4,1340.69,0.0,2000.0,494.88,,493.41,1.32,17,35.0,3,1.7,27.2,377.91,-112.87,0.0,10.3,A4,543.18,C1,B1
1124,-359.6,1251.42,0.0,1960.0,226.67,-412.12,473.31,,7,69.0,6,0.8,26.9,420.25,89.73,0.0,20.7,A3,577.46,C1,B1
1125,1567.4,1454.61,0.0,2000.0,327.29,-598.4,,0.18,,,,1.7,26.3,310.05,53.04,0.0,15.3,A3,702.71,C1,B1
1126,-444.6,1379.63,0.0,1193.0,431.97,-505.31,465.44,,12,,,0.5,1.6,354.03,-136.74,0.0,-14.9,A1,725.4,C1,B1
1127,1307.4,1633.01,0.0,2000.0,143.59,-380.04,377.92,0.0,21,57.0,6,1.1,,460.16,-37.67,0.0,14.2,A4,624.31,C1,B1
1128,-704.6,1242.31,0.0,,224.51,-635.17,378.78,0.0,19,50.0,1,1.4,22.3,441.49,-65.79,0.0,11.3,A4,719.28,No,B1
